user_id,session_count,any_booking_rate,any_booking_sum,flight_booking_rate,hotel_booking_rate,bundle_booking_rate,cancellation_rate,cancellation_sum,browse_only_rate,completed_booking_rate,flight_discount_rate,hotel_discount_rate,avg_flight_discount_amt,avg_hotel_discount_amt,avg_base_fare_usd,avg_hotel_per_room_usd,avg_discount_savings_pct,avg_total_discount_dollars,return_flight_rate,avg_trip_duration_days,avg_seats,avg_rooms,avg_checked_bags,avg_nights,solo_rate,international_rate,avg_page_clicks,sum_page_clicks,avg_session_duration_min,avg_lead_time_days,avg_session_spend,total_spend,completed_flight_count,completed_hotel_count,avg_flight_discount_completed,avg_hotel_discount_completed,avg_fare_completed,avg_hotel_rate_completed,avg_nights_completed,distinct_airlines,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,user_age,tenure_days,recency_days,is_bundle_dominant,engagement_score,engagement_q,discount_q,flyer_type,final_segment,final_segment_description,final_segment_headline_perks
507531,9,0.1111111111111111,1,0.0,0.1111111111111111,0.0,0.0,0,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.0,0.05,0.0,,134.0,0.0,0.0,,,,1.0,,13.0,1.0,,11.88888888888889,107,1.4833333333333334,,1742.0,1742.0,0,1,0.15,,,134.0,13.0,0,f,False,False,usa,oakland,oak,37.721,-122.221,23.824777549623544,207,89,False,17.635185185185186,Q1 (low),Q4 (high),No flights booked,4,International long-stay hotel users,Bundle free-night to win the flight leg + long-stay rewards
507557,8,0.25,2,0.125,0.25,0.125,0.0,0,0.75,0.25,0.25,0.125,0.06875,0.00625,53.13,114.0,0.0,0.0,0.0,,1.0,1.0,1.0,4.5,1.0,0.0,17.0,136,2.120833333333333,10.07986111111111,354.565,709.13,1,2,0.275,0.05,53.13,114.0,4.5,1,f,True,True,usa,baton rouge,btr,30.533,-91.149,58.340862422997944,207,50,False,36.05416666666666,Q3,Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
507573,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.25,0.0,0.025,0.0,238.50333333333333,111.0,0.011896554680934987,2.6013750000000004,0.6666666666666666,3.0,1.0,1.0,0.6666666666666666,2.3333333333333335,1.0,0.3333333333333333,12.75,102,1.5854166666666667,4.860648148148148,512.8366666666667,1538.51,3,3,0.1,,238.50333333333333,111.0,2.3333333333333335,2,f,False,False,usa,denver,den,39.858,-104.667,41.544147843942504,207,63,False,20.2140625,Q2,Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
507617,9,0.2222222222222222,2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.005555555555555556,0.011111111111111112,509.095,134.0,0.02081620065789473,2.6999999999999997,1.0,3.0,1.5,1.5,1.0,2.5,0.5,1.0,14.11111111111111,127,1.7481481481481482,4.968055555555555,964.095,1928.19,2,2,0.05,0.05,509.095,134.0,2.5,2,f,True,False,canada,montreal,yul,45.468,-73.741,47.832991101984945,207,37,False,24.668312757201647,Q2,Q1 (low),International (>50%),0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
507728,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.125,0.125,0.01875,0.0125,232.785,363.5,0.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,9.875,79,1.2229166666666667,6.909722222222222,808.2850000000001,1616.5700000000002,2,2,0.15,0.1,232.785,363.5,3.0,2,f,True,True,usa,st. louis,stl,38.748,-90.36,37.152635181382614,207,32,False,12.076302083333333,Q1 (low),Q2,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
507732,8,0.75,6,0.5,0.75,0.5,0.125,1,0.25,0.625,0.125,0.375,0.0125,0.037500000000000006,200.64000000000001,99.0,0.041316227132335466,22.768875,0.5,3.0,1.0,1.1666666666666667,0.5,4.166666666666667,0.8333333333333334,0.0,32.875,263,11.232819906249999,7.635769675925926,690.4266666666666,4142.5599999999995,3,5,,0.1,229.68333333333337,102.6,4.2,3,m,False,False,usa,new york,jfk,40.64,-73.779,45.05133470225873,207,14,True,369.2789544179687,Q4 (high),Q2,Domestic,5,High-engagement budget deal-hunters,Members-only discounts/flash deals + bundle + accelerated points
507753,8,0.125,1,0.125,0.125,0.125,0.0,0,0.875,0.125,0.375,0.0,0.0625,0.0,188.11,213.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,8.0,1.0,0.0,15.75,126,1.95,5.467361111111111,1892.1100000000001,1892.1100000000001,1,1,0.16666666666666666,,188.11,213.0,8.0,1,f,False,True,usa,nashville,bna,36.124,-86.678,23.88501026694045,207,51,False,30.7125,Q3,Q4 (high),Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
507759,7,0.2857142857142857,2,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.0,0.06428571428571428,0.0,235.38,98.0,0.05257481539059463,7.729999999999999,1.0,4.5,1.0,1.0,1.0,4.0,1.0,0.5,10.857142857142858,76,1.3523809523809525,8.194791666666667,605.3800000000001,1210.7600000000002,2,2,0.22499999999999998,,235.38,98.0,4.0,1,f,True,False,canada,victoria,yyj,48.647,-123.426,48.3586584531143,207,25,False,14.682993197278913,Q1 (low),Q4 (high),International (>50%),1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
507773,8,0.375,3,0.25,0.375,0.25,0.0,0,0.625,0.375,0.0,0.0,0.0,0.0,442.01,202.66666666666666,0.0,0.0,1.0,2.5,1.0,1.0,0.5,3.0,1.0,0.0,15.375,123,1.9291666666666667,5.669444444444444,746.0066666666667,2238.02,2,3,,,442.01,202.66666666666666,3.0,2,f,False,False,usa,little rock,lit,34.729,-92.224,38.836413415468854,207,39,False,29.6609375,Q2,Q1 (low),Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
507805,8,0.75,6,0.75,0.75,0.75,0.125,1,0.25,0.625,0.125,0.25,0.0125,0.025,854.8716666666668,252.5,0.030560329700659306,196.99012500000003,1.0,10.833333333333334,1.8333333333333333,1.5,1.0,10.333333333333334,0.5,0.0,36.125,289,17.200924435416663,55.84449266975309,5696.038333333333,34176.229999999996,5,5,,0.1,740.404,244.8,8.8,5,f,True,True,usa,san jose,sjc,37.362,-121.929,42.54620123203286,207,8,True,621.3833952294269,Q4 (high),Q2,Domestic,2,Premium far-advance planners,No cancellation fees / free changes + premium service
508050,8,0.5,4,0.5,0.375,0.375,0.0,0,0.5,0.5,0.375,0.25,0.06249999999999999,0.018750000000000003,401.5675,191.66666666666666,0.0294443385256008,43.263875000000006,1.0,10.5,1.5,1.3333333333333333,0.75,11.333333333333334,0.5,0.25,16.875,135,2.1104166666666666,5.842534722222222,1513.8174999999999,6055.2699999999995,4,3,0.16666666666666666,0.07500000000000001,401.5675,191.66666666666666,11.333333333333334,4,f,True,False,usa,new york,jfk,40.64,-73.779,45.95482546201232,207,38,False,35.61328125,Q3,Q4 (high),Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508096,9,0.3333333333333333,3,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.0,0.027777777777777776,0.0,549.135,151.0,0.035248628078293966,12.339722222222223,1.0,2.5,1.0,1.0,0.5,3.0,1.0,0.0,12.0,108,1.487037037037037,5.657638888888888,755.09,2265.27,2,3,0.25,,549.135,151.0,3.0,2,f,True,False,usa,spokane,ska,47.615,-117.656,64.62422997946612,207,50,False,17.84444444444444,Q1 (low),Q1 (low),Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508111,8,0.125,1,0.125,0.125,0.125,0.125,1,0.875,0.0,0.375,0.125,0.03125,0.0125,344.85,211.0,0.1,20.135625,1.0,7.0,1.0,1.0,0.0,6.0,1.0,0.0,40.125,321,16.866666666666667,2.459050925925926,1610.85,1610.85,0,0,0.07500000000000001,,,,,0,f,True,True,usa,fort worth,ftw,32.82,-97.362,39.34565366187543,207,35,False,676.775,Q4 (high),Q4 (high),No flights booked,5,High-engagement budget deal-hunters,Members-only discounts/flash deals + bundle + accelerated points
508144,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.25,0.125,0.04375,0.01875,326.23999999999995,276.6666666666667,0.029972479359519636,17.97,1.0,3.6666666666666665,1.0,1.0,0.3333333333333333,2.6666666666666665,1.0,0.0,13.125,105,1.6166666666666667,8.435648148148148,912.2400000000001,2736.7200000000003,3,3,0.175,0.15,326.23999999999995,276.6666666666667,2.6666666666666665,3,f,False,False,usa,new york,jfk,40.64,-73.779,37.62354551676933,207,17,False,21.21875,Q2,Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508153,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.125,0.25,0.00625,0.0375,1028.4850000000001,104.5,0.025559796588470976,10.78125,0.5,3.0,2.0,2.0,0.5,1.5,0.5,1.0,13.75,110,1.6854166666666666,8.130555555555556,1294.9850000000001,2589.9700000000003,2,2,0.05,0.15,1028.4850000000001,104.5,1.5,2,m,False,False,canada,halifax,yaw,44.64,-63.499,31.849418206707735,207,35,False,23.174479166666664,Q2,Q2,International (>50%),0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508240,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.375,0.125,0.075,0.00625,138.80666666666664,98.0,0.057976781938259996,8.442062499999999,0.6666666666666666,4.5,1.0,1.0,0.6666666666666666,3.0,1.0,0.0,15.125,121,1.8916666666666666,7.162268518518519,416.47333333333336,1249.42,3,3,0.19999999999999998,0.05,138.80666666666664,98.0,3.0,2,f,False,False,usa,san antonio,skf,29.384,-98.581,28.32580424366872,207,26,False,28.61145833333333,Q2,Q4 (high),Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508360,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.375,0.0,0.025,0.0,415.755,199.5,0.0030226995302269958,0.6128750000000001,1.0,3.5,1.5,1.5,0.0,2.5,0.5,0.0,15.875,127,1.9458333333333333,6.464583333333334,1086.755,2173.51,2,2,0.06666666666666667,,415.755,199.5,2.5,2,f,False,False,usa,new york,jfk,40.64,-73.779,36.101300479123886,207,21,False,30.890104166666667,Q3,Q4 (high),Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508367,9,0.4444444444444444,4,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,0,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.07222222222222222,0.05555555555555555,401.51250000000005,102.0,0.08863478605781148,22.223666666666666,1.0,2.5,1.0,1.0,0.25,2.6666666666666665,1.0,0.0,14.0,126,1.75,7.362673611111111,600.7625,2403.05,4,3,0.32499999999999996,0.16666666666666666,401.51250000000005,102.0,2.6666666666666665,3,f,True,False,usa,lubbock,lbb,33.664,-101.823,47.63860369609856,207,35,False,24.5,Q2,Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508497,9,0.2222222222222222,2,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,356.24,127.5,0.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,1.0,1.0,17.11111111111111,154,2.0999999999999996,9.4625,1169.12,2338.24,1,2,,,356.24,127.5,6.0,1,f,False,False,canada,calgary,yyc,51.114,-114.02,36.668035592060235,207,60,False,35.93333333333332,Q3,Q1 (low),International (>50%),1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508512,8,0.125,1,0.0,0.125,0.0,0.0,0,0.875,0.125,0.125,0.25,0.0625,0.025,,242.0,0.0,0.0,,,,1.0,,4.0,1.0,,27.75,222,3.4458333333333337,,968.0,968.0,0,1,0.5,0.1,,242.0,4.0,0,f,True,False,usa,providence,pvd,41.724,-71.428,67.37850787132102,207,110,False,95.62187500000002,Q4 (high),Q2,No flights booked,4,International long-stay hotel users,Bundle free-night to win the flight leg + long-stay rewards
508546,8,0.375,3,0.375,0.25,0.25,0.0,0,0.625,0.375,0.125,0.0,0.00625,0.0,298.8333333333333,105.5,0.0,0.0,1.0,3.3333333333333335,1.0,1.0,0.6666666666666666,2.5,1.0,0.0,13.75,110,1.70625,8.752314814814815,472.1666666666667,1416.5,3,2,0.05,,298.8333333333333,105.5,2.5,3,f,False,False,usa,cincinnati,luk,39.103,-84.419,28.23271731690623,207,19,False,23.4609375,Q2,Q2,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508611,8,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.25,0.25,0.03125,0.049999999999999996,,,,0.0,,,,,,,,,9.0,72,1.1270833333333332,,,0.0,0,0,0.125,0.2,,,,0,f,False,True,usa,houston,hou,29.645,-95.279,21.39356605065024,207,18,False,10.143749999999999,Q1 (low),Q3,No flights booked,3,Browse-only non-bookers,Bold time-limited first-booking offer + risk removal
508625,8,0.625,5,0.5,0.5,0.375,0.125,1,0.375,0.5,0.25,0.125,0.04375,0.0125,799.055,192.25,0.02,29.9005,1.0,2.5,2.25,2.25,1.0,5.25,0.4,0.0,47.25,378,17.96875,8.65708912037037,1933.244,9666.22,3,3,0.25,,654.06,192.0,6.333333333333333,2,f,False,False,usa,new york,jfk,40.64,-73.779,42.85010266940452,207,28,False,849.0234375,Q4 (high),Q3,Domestic,5,High-engagement budget deal-hunters,Members-only discounts/flash deals + bundle + accelerated points
508693,8,0.375,3,0.25,0.375,0.25,0.0,0,0.625,0.375,0.125,0.375,0.01875,0.05,723.99,141.0,0.048540320214703205,20.2,1.0,3.0,1.5,1.3333333333333333,0.5,3.3333333333333335,0.6666666666666666,0.5,18.75,150,2.29375,9.508333333333333,991.3266666666667,2973.98,2,3,0.15,0.13333333333333333,723.99,141.0,3.3333333333333335,2,f,True,False,canada,halifax,yaw,44.64,-63.499,54.42026009582478,207,16,False,43.0078125,Q3,Q2,International (>50%),0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508731,8,0.5,4,0.375,0.5,0.375,0.0,0,0.5,0.5,0.25,0.25,0.04375,0.025,264.09999999999997,171.25,0.02694858294468947,6.3850625,1.0,7.0,1.0,1.0,1.3333333333333333,8.0,1.0,0.3333333333333333,18.75,150,2.3291666666666666,6.247222222222223,1879.825,7519.3,3,4,0.175,0.1,264.09999999999997,171.25,8.0,3,f,True,False,usa,norfolk,ngu,36.938,-76.289,54.338124572210816,207,38,False,43.671875,Q3,Q3,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508848,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.125,0.125,0.03125,0.00625,172.765,127.5,0.0,0.0,1.0,6.5,1.0,1.0,1.0,5.5,1.0,0.0,17.875,143,2.2104166666666667,8.147916666666667,880.765,1761.53,2,2,0.25,0.05,172.765,127.5,5.5,2,f,True,True,usa,st. louis,stl,38.748,-90.36,52.64613278576318,206,105,False,39.51119791666667,Q3,Q2,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508849,8,0.625,5,0.375,0.5,0.25,0.0,0,0.375,0.625,0.125,0.125,0.0375,0.025,709.6966666666667,269.0,0.0,0.0,1.0,4.0,1.3333333333333333,1.5,0.3333333333333333,3.75,0.6,0.3333333333333333,14.5,116,1.8041666666666667,9.629166666666666,1565.4180000000001,7827.09,3,4,0.3,0.2,709.6966666666667,269.0,3.75,3,f,False,False,usa,charlotte,clt,35.214,-80.943,36.92813141683778,206,87,False,26.160416666666666,Q2,Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508856,8,0.25,2,0.25,0.125,0.125,0.125,1,0.75,0.125,0.125,0.125,0.0125,0.0125,1484.41,,0.049999999999999996,18.555125,1.0,9.0,1.0,,1.0,,1.0,1.0,35.0,280,16.25625,214.84451388888888,1484.41,2968.82,1,0,,,1484.41,,,1,m,False,True,usa,portland,pdx,45.589,-122.597,20.854209445585216,206,69,False,568.96875,Q4 (high),Q2,International (>50%),2,Premium far-advance planners,No cancellation fees / free changes + premium service
508857,8,0.625,5,0.625,0.625,0.625,0.0,0,0.375,0.625,0.0,0.125,0.0,0.00625,486.59800000000007,175.2,0.0,0.0,1.0,4.4,1.2,1.2,0.4,3.8,0.8,0.8,16.5,132,2.0541666666666667,8.894444444444444,1156.398,5781.99,5,5,,0.05,486.59800000000007,175.2,3.8,4,f,True,False,canada,ottawa,yow,45.323,-75.669,43.20328542094456,206,39,True,33.89375,Q3,Q1 (low),International (>50%),0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508860,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.125,0.375,0.01875,0.037500000000000006,85.51,208.0,0.0809384164222874,3.45,1.0,3.5,1.0,1.0,0.5,2.5,1.0,0.0,11.0,88,1.3645833333333333,8.781944444444445,675.01,1350.02,2,2,0.15,0.10000000000000002,85.51,208.0,2.5,2,m,True,False,usa,los angeles,lax,33.942,-118.408,27.523613963039015,206,38,False,15.010416666666666,Q1 (low),Q2,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508866,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.25,0.0,0.0375,0.0,555.3933333333333,133.33333333333334,0.01716826265389877,4.70625,1.0,5.666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,5.0,0.6666666666666666,0.0,19.75,158,2.4416666666666664,6.931018518518518,1771.3933333333334,5314.18,3,3,0.15,,555.3933333333333,133.33333333333334,5.0,3,f,False,False,usa,el paso,bif,31.849,-106.38,30.140999315537304,206,76,False,48.22291666666666,Q3,Q3,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508877,9,0.6666666666666666,6,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.0,0,0.3333333333333333,0.6666666666666666,0.0,0.2222222222222222,0.0,0.027777777777777776,593.5083333333333,130.4,0.014372152517282513,2.2222222222222223,1.0,5.5,1.1666666666666667,1.2,0.8333333333333334,4.6,0.8333333333333334,0.16666666666666666,22.333333333333332,201,2.7648148148148146,7.232523148148148,1089.5083333333332,6537.049999999999,6,5,,0.125,593.5083333333333,130.4,4.6,6,f,True,True,usa,phoenix,phx,33.434,-112.008,51.83846680355921,206,100,True,61.74753086419752,Q4 (high),Q1 (low),Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508892,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.125,0.125,0.0125,0.025,397.51,301.6666666666667,0.015756934757839125,7.70975,1.0,4.0,1.0,1.0,0.6666666666666666,3.3333333333333335,1.0,1.0,19.375,155,2.4145833333333333,6.151157407407408,1359.51,4078.5299999999997,3,3,0.1,0.2,397.51,301.6666666666667,3.3333333333333335,2,f,False,False,canada,hamilton,yhm,43.173,-79.935,33.31690622861054,206,68,False,46.782552083333336,Q3,Q2,International (>50%),0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508901,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.0,0.0,0.0,0.0,381.045,116.0,0.0,0.0,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.0,9.5,76,1.1729166666666666,8.104513888888889,575.5450000000001,1151.0900000000001,2,2,,,381.045,116.0,1.0,2,f,True,True,canada,hamilton,yhm,43.173,-79.935,51.96714579055441,206,134,False,11.142708333333333,Q1 (low),Q1 (low),International (>50%),1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508912,8,0.5,4,0.5,0.375,0.375,0.125,1,0.5,0.375,0.25,0.25,0.025,0.025,260.3225,87.66666666666667,0.027242152466367714,7.843250000000001,0.75,3.6666666666666665,1.0,1.0,0.5,2.3333333333333335,1.0,0.0,33.875,271,14.266681756250001,6.787158564814815,442.0725,1768.29,3,2,0.1,0.1,264.27666666666664,73.5,2.0,3,m,False,False,usa,tallahassee,tlh,30.396,-84.35,43.123887748117724,206,88,False,483.2838444929688,Q4 (high),Q3,Domestic,5,High-engagement budget deal-hunters,Members-only discounts/flash deals + bundle + accelerated points
508917,8,0.25,2,0.125,0.125,0.0,0.0,0,0.75,0.25,0.375,0.125,0.09375,0.0125,699.81,135.0,0.05,13.5,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,8.875,71,1.1,7.8375,889.905,1779.81,1,1,0.25,0.1,699.81,135.0,8.0,1,m,False,False,usa,los angeles,lax,33.942,-118.408,20.410677618069816,206,65,False,9.762500000000001,Q1 (low),Q4 (high),Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508923,8,0.625,5,0.5,0.375,0.25,0.125,1,0.375,0.5,0.5,0.125,0.09999999999999999,0.0125,3003.6825,181.5,0.12999999999999998,363.65399999999994,1.0,6.25,3.0,1.0,2.0,2.5,0.6,0.75,34.625,277,16.2,123.8453443287037,2606.746,13033.73,3,2,0.2333333333333333,,2121.06,181.5,2.5,2,f,True,True,usa,madison,msn,43.14,-89.337,47.12662559890486,206,28,False,560.925,Q4 (high),Q4 (high),International (>50%),2,Premium far-advance planners,No cancellation fees / free changes + premium service
508938,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.125,0.125,0.01875,0.01875,232.01,107.33333333333333,0.0,0.0,1.0,4.333333333333333,1.0,1.0,0.6666666666666666,3.6666666666666665,1.0,0.3333333333333333,21.625,173,2.683333333333333,8.60763888888889,644.6766666666666,1934.03,3,3,0.15,0.15,232.01,107.33333333333333,3.6666666666666665,3,f,True,False,usa,atlanta,atl,33.64,-84.427,42.02053388090349,206,79,False,58.02708333333333,Q4 (high),Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508940,9,0.4444444444444444,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,0,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.0,0.022222222222222223,0.0,442.96999999999997,169.25,0.010014705296562346,3.3521666666666667,1.0,5.0,1.0,1.0,0.0,4.25,1.0,0.0,24.0,216,2.9981481481481485,8.500694444444445,1123.47,4493.88,4,4,0.1,,442.96999999999997,169.25,4.25,4,m,False,False,usa,grand rapids,grr,42.881,-85.523,39.36755646817249,206,20,False,71.95555555555556,Q4 (high),Q3,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508944,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.5,0.125,0.025,0.00625,523.66,107.5,0.017224800456792973,3.5445625,1.0,3.0,1.0,1.0,1.0,2.5,1.0,0.0,19.125,153,2.3625,10.815625,782.1600000000001,1564.3200000000002,2,2,0.05,0.05,523.66,107.5,2.5,2,f,False,False,usa,los angeles,lax,33.942,-118.408,57.37166324435318,206,53,False,45.1828125,Q3,Q4 (high),Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
508946,8,0.5,4,0.375,0.5,0.375,0.0,0,0.5,0.5,0.25,0.0,0.025,0.0,347.6833333333334,98.0,0.0,0.0,1.0,2.3333333333333335,1.0,1.0,0.3333333333333333,3.0,1.0,0.0,16.75,134,2.08125,7.2891203703703695,603.5125,2414.05,3,4,0.1,,347.6833333333334,98.0,3.0,3,m,False,False,usa,louisville,lou,38.228,-85.664,26.546201232032853,206,74,False,34.8609375,Q3,Q3,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
508964,8,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.125,0.0,0.00625,0.0,,,,0.0,,,,,,,,,11.125,89,1.36875,,,0.0,0,0,0.05,,,,,0,f,True,True,usa,newark,ewr,40.692,-74.169,25.270362765229294,206,158,False,15.22734375,Q1 (low),Q2,No flights booked,3,Browse-only non-bookers,Bold time-limited first-booking offer + risk removal
508973,8,0.125,1,0.125,0.125,0.125,0.0,0,0.875,0.125,0.25,0.125,0.03125,0.03125,262.3,96.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,0.0,13.625,109,1.6916666666666667,7.999305555555556,646.3,646.3,1,1,0.125,0.25,262.3,96.0,4.0,1,f,False,False,usa,modesto,mod,37.626,-120.954,35.50992470910335,206,106,False,23.04895833333333,Q2,Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
509001,8,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.125,0.125,0.025,0.0125,,,,0.0,,,,,,,,,10.375,83,1.3083333333333333,,,0.0,0,0,0.2,0.1,,,,0,f,True,False,canada,montreal,yul,45.468,-73.741,69.41273100616016,206,93,False,13.573958333333334,Q1 (low),Q2,No flights booked,3,Browse-only non-bookers,Bold time-limited first-booking offer + risk removal
509036,8,0.25,2,0.25,0.125,0.125,0.0,0,0.75,0.25,0.25,0.25,0.0375,0.0125,492.83500000000004,37.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,13.75,110,1.70625,6.628472222222222,566.835,1133.67,2,1,0.15,0.05,492.83500000000004,37.0,4.0,2,f,False,True,usa,new york,jfk,40.64,-73.779,39.73716632443532,206,130,False,23.4609375,Q2,Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
509052,7,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.2857142857142857,0.2857142857142857,0.049999999999999996,0.028571428571428574,,,,0.0,,,,,,,,,15.142857142857142,106,1.8666666666666667,,,0.0,0,0,0.175,0.1,,,,0,f,True,False,usa,san antonio,skf,29.384,-98.581,60.32032854209446,206,92,False,28.266666666666666,Q2,Q4 (high),No flights booked,3,Browse-only non-bookers,Bold time-limited first-booking offer + risk removal
509061,8,0.375,3,0.375,0.25,0.25,0.0,0,0.625,0.375,0.125,0.375,0.0125,0.0375,640.9366666666666,92.0,0.027556008569538215,12.715875,1.0,5.666666666666667,1.0,1.0,0.3333333333333333,7.0,1.0,0.6666666666666666,27.25,218,3.3916666666666666,6.736342592592592,1051.6033333333332,3154.81,3,2,0.1,0.09999999999999999,640.9366666666666,92.0,7.0,3,f,False,True,canada,vancouver,yvr,49.195,-123.182,30.06160164271047,206,49,False,92.42291666666667,Q4 (high),Q2,International (>50%),0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
509069,8,0.5,4,0.25,0.375,0.125,0.0,0,0.5,0.5,0.0,0.125,0.0,0.00625,649.3800000000001,152.33333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,17.375,139,2.1416666666666666,10.181597222222223,527.94,2111.76,2,3,,0.05,649.3800000000001,152.33333333333334,2.0,2,f,True,False,usa,new york,jfk,40.64,-73.779,44.40520191649555,206,12,False,37.21145833333333,Q3,Q1 (low),Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
